Group id,Group,Code,Contact name (for reference only - will not be used in UI)
30,Registration Review,RGN031,Registration of Risk to Children
30,Registration Review,RGN003,Registration of Child Concerns
30,Registration Review,RGN005,Registration of Domestic Abuse History
30,Registration Review,RGN032,Registration of Risk to Known Adult
30,Registration Review,RGN044,Registration of ViSOR
30,Registration Review,RGR004,Registration Review of Child Protection
30,Registration Review,RGR011,Registration Review of Integrated Offender Management
30,Registration Review,RGD040,De-registration of Suicide/Self Harm
30,Registration Review,RGN030,Registration of Restraining Order
30,Registration Review,RGD003,De-registration of Child Concerns
30,Registration Review,RGN034,Registration of Risk to Public
30,Registration Review,RGN018,Registration of MARAC
30,Registration Review,RGD031,De-registration of Risk to Children
30,Registration Review,ERGD,De-registration
30,Registration Review,RGR007,Registration Review of Domestic Abuse Victim
30,Registration Review,RGD032,De-registration of Risk to Known Adult
30,Registration Review,RGD011,De-registration of Integrated Offender Management
30,Registration Review,RGN011,Registration of Integrated Offender Management
30,Registration Review,RGD043,De-registration of Victim Contact
30,Registration Review,RGR037,Registration Review of Sexual Harm Prevention Order / Sexual Risk Order
30,Registration Review,RGD047,De-registration of Weapons
30,Registration Review,RGD034,De-registration of Risk to Public
30,Registration Review,RGN028,Registration of Registered Sex Offender
30,Registration Review,RGN035,Registration of Risk to Staff
30,Registration Review,RGD030,De-registration of Restraining Order
30,Registration Review,RGD018,De-registration of MARAC
30,Registration Review,RGD044,De-registration of ViSOR
30,Registration Review,RGN023,Registration of Not MAPPA Eligible
30,Registration Review,RGD035,De-registration of Risk to Staff
30,Registration Review,RGD004,De-registration of Child Protection
30,Registration Review,RGN004,Registration of Child Protection
30,Registration Review,RGN007,Registration of Domestic Abuse Victim
30,Registration Review,RGR014,Registration Review of Lifer
30,Registration Review,RGR039,Registration Review of Street Gangs
30,Registration Review,RGD028,De-registration of Registered Sex Offender
30,Registration Review,RGN037,Registration of Sexual Harm Prevention Order / Sexual Risk Order
30,Registration Review,RGD005,De-registration of Domestic Abuse History
30,Registration Review,RGR009,Registration Review of Hate Crime
30,Registration Review,RGD007,De-registration of Domestic Abuse Victim
30,Registration Review,RGR024,Registration Review of Organised Crime
30,Registration Review,ALT12,De-Registration of ALT Under MAPPA Arrangements
30,Registration Review,RGR027,Registration Review of Record To Be Retained
30,Registration Review,ERGX,Registration Deleted
30,Registration Review,RGR045,Registration Review of Vulnerable Adult
30,Registration Review,RGD023,De-registration of Not MAPPA Eligible
30,Registration Review,RGR002,Registration Review of Barred from working with children
30,Registration Review,RGR048,Registration Review of Women's Safety Worker
30,Registration Review,RGR021,Registration Review of Mentally Disordered Offender
30,Registration Review,RGD037,De-registration of Sexual Harm Prevention Order / Sexual Risk Order
30,Registration Review,RGR042,Registration Review of Very High RoSH
30,Registration Review,RGN027,Registration of Record To Be Retained
30,Registration Review,RGR008,Registration Review of Duplicate Records Exist
30,Registration Review,RGN009,Registration of Hate Crime
30,Registration Review,RGD042,De-registration of Very High RoSH
30,Registration Review,ALT8,De-Registration of ALT Suicide/Self harm
30,Registration Review,RGN042,Registration of Very High RoSH
30,Registration Review,ALT13,De-Registration of ALT Mental Health Issues
30,Registration Review,RGR033,Registration Review of Risk to Prisoner
30,Registration Review,RGR001,Registration Review of Alert Notice
30,Registration Review,RGR029,Registration Review of Required Risk Review
30,Registration Review,RGR025,Registration Review of PPO
30,Registration Review,RGD009,De-registration of Hate Crime
30,Registration Review,RGN048,Registration of Women's Safety Worker
30,Registration Review,RGD027,De-registration of Record To Be Retained
30,Registration Review,RGR022,Registration Review of Non Registered Sex Offender
30,Registration Review,RGD025,De-registration of PPO
30,Registration Review,RGN039,Registration of Street Gangs
30,Registration Review,RGD048,De-registration of Women's Safety Worker
30,Registration Review,ALT2,De-Registration of ALT Weapons
30,Registration Review,RGN024,Registration of Organised Crime
30,Registration Review,RGD039,De-registration of Street Gangs
30,Registration Review,RGN021,Registration of Mentally Disordered Offender
30,Registration Review,RGN002,Registration of Barred from working with children
30,Registration Review,RGN014,Registration of Lifer
30,Registration Review,RGR036,Registration Review of Risk to Vulnerable Adult
30,Registration Review,RGD045,De-registration of Vulnerable Adult
30,Registration Review,RGN045,Registration of Vulnerable Adult
30,Registration Review,RGN008,Registration of Duplicate Records Exist
30,Registration Review,ALT4,De-Registration of ALT Registered Sex Offender
30,Registration Review,RGR026,Registration Review of Public Interest Case
30,Registration Review,RGD024,De-registration of Organised Crime
30,Registration Review,RGD029,De-registration of Required Risk Review
30,Registration Review,RGD002,De-registration of Barred from working with children
30,Registration Review,RGD021,De-registration of Mentally Disordered Offender
30,Registration Review,ALT5,De-Registration of ALT Risk to Staff
30,Registration Review,RGD008,De-registration of Duplicate Records Exist
30,Registration Review,RGD001,De-registration of Alert Notice
30,Registration Review,RGR038,Registration Review of SFO
30,Registration Review,RGN022,Registration of Non Registered Sex Offender
30,Registration Review,RGN029,Registration of Required Risk Review
30,Registration Review,RGN038,Registration of SFO
30,Registration Review,RGN033,Registration of Risk to Prisoner
30,Registration Review,RGD014,De-registration of Lifer
30,Registration Review,RGD022,De-registration of Non Registered Sex Offender
30,Registration Review,RGN036,Registration of Risk to Vulnerable Adult
30,Registration Review,RGN001,Registration of Alert Notice
30,Registration Review,RGD036,De-registration of Risk to Vulnerable Adult
30,Registration Review,RGD033,De-registration of Risk to Prisoner
30,Registration Review,RGR013,Registration Review of Known Duplicate
30,Registration Review,RGD038,De-registration of SFO
30,Registration Review,RGR012,Registration Review of Keep IICSA
30,Registration Review,RGN026,Registration of Public Interest Case
30,Registration Review,RGN025,Registration of PPO
30,Registration Review,RGD026,De-registration of Public Interest Case
30,Registration Review,ALT9,De-Registration of ALT Street Gangs
30,Registration Review,RGD013,De-registration of Known Duplicate
30,Registration Review,RGR041,Registration Review of Terrorism Act Offender
30,Registration Review,RGN013,Registration of Known Duplicate
30,Registration Review,ALT10,De-Registration of ALT Organised Crime
30,Registration Review,ALt6,De-Registration of ALT Child Safeguarding
30,Registration Review,RGR015,Registration Review of Looked After Child
30,Registration Review,RGN012,Registration of Keep IICSA
30,Registration Review,ALT14,De-Registration of ALT Child Exploitation History
30,Registration Review,RGN041,Registration of Terrorism Act Offender
30,Registration Review,RGD015,De-registration of Looked After Child
30,Registration Review,RGD041,De-registration of Terrorism Act Offender
30,Registration Review,RGD012,De-registration of Keep IICSA
30,Registration Review,ALT3,De-Registraton of ALT Public Interest
30,Registration Review,ALT7,De-Registration of ALT Adult Safeguarding
30,Registration Review,ALT11,De-Registration of ALT Terrorism Act Offender
30,Registration Review,GtO1,Registered as GtO
30,Registration Review,RGR023,Registration Review of Not MAPPA Eligible
31,RR,REV06,RR - Review Report Submitted to PPCS / Prison
31,RR,REV01,RR - PPCS Review Request Received
31,RR,REV04,RR - Review Endorsed by PS Manager
31,RR,REV02,RR - Review Report Completed by NPS/CRC OM
31,RR,REV05,RR - Review Rejected by NPS Manager
32,Transfer,ETRC,Sentence Component Transfer
32,Transfer,ETOS,Order Supervisor Transfer
32,Transfer,ETOM,Community Practitioner Transfer
32,Transfer,ETCR,Inter Provider Component Transfer Requested
32,Transfer,ETCA,Inter Provider Component Transfer Accepted
32,Transfer,ETOR,Inter Provider Order Transfer Requested
32,Transfer,ETOA,Inter Provider Order Transfer Accepted
32,Transfer,CTRS,Court Report Transfer
32,Transfer,ETTA,Transfer Accepted
32,Transfer,ETTR,Transfer Requested
32,Transfer,ITRS,Instituional Report Transfer
32,Transfer,PTRS,Supervision Requirement Transfer
32,Transfer,ETTI,Transfer - Inactive Record
32,Transfer,ETPR,Inter Trust PSS Transfer Requested
32,Transfer,ETPA,Inter Trust PSS Transfer Accepted
32,Transfer,ETIRR,Institutional Report Trust Transfer Requested
32,Transfer,ETIRA,Institutional Report Trust Transfer Accepted
32,Transfer,ETORW,Inter Provider Order Transfer Withdrawn
32,Transfer,ETCW,Inter Provider Component Transfer Withdrawn
32,Transfer,ETOX,Inter Provider Order Transfer Rejected
32,Transfer,ETCX,Inter Provider Component Transfer Rejected
32,Transfer,ETOW,Inter Provider Person Transfer Withdrawn
32,Transfer,ETTX,Transfer Rejected
32,Transfer,EIAD,IAPS Status Change - Transfer
32,Transfer,ETCE,Inter Provider Component Transfer Modified
32,Transfer,ETORE,Inter Provider Order Transfer Modified
32,Transfer,ETCRR,Court Report Trust Transfer Requested
32,Transfer,ETOE,Inter Provider Person Transfer Modified
32,Transfer,ETCRA,Court Report Trust Transfer Accepted
32,Transfer,TSI5,Transfered to another Intevention
32,Transfer,ETCRX,Court Report Trust Transfer Rejected
32,Transfer,ETIRX,Institutional Report Trust Transfer Rejected
32,Transfer,ETCRW,Inter Provider Court Report Transfer Withdrawn
32,Transfer,ETIRW,Inter Provider Institutional Report Transfer Withdrawn
32,Transfer,ETPX,Inter Trust PSS Transfer Rejected
32,Transfer,ETPE,Inter Provider PSS Transfer Modified
32,Transfer,ETCRE,Inter Provider Court Report Transfer Modified
32,Transfer,ETIRE,Inter Provider Institutional Report Transfer Modified
32,Transfer,ETPW,Inter Provider PSS Transfer Withdrawn
32,Transfer,NTRS,NSI Transfer
32,Transfer,NSIR,Inter Provider NSI Transfer Requested
32,Transfer,NSIA,Inter Provider NSI Transfer Accepted
32,Transfer,NSIX,Inter Provider NSI Transfer Rejected
32,Transfer,ETNW,Inter Provider NSI Transfer Withdrawn
33,Person,EREL,Release from Custody
33,Person,CT003,Person on Probation Notified of Hearing Date
33,Person,OMRG,Person Records Merged
33,Person,TWH1,Threatened with Homelessness
33,Person,DUSDN,Death Notified
33,Person,ESRR,Data Protection - Subject Access Request
33,Person,DUSDC,Death Confirmed
33,Person,IIRMS1,Accessing Service
33,Person,DUSOC,Official Cause of Death received
33,Person,IIRMS2,Accessing Service - Returnee
33,Person,POLY09,No longer a pilot participant
33,Person,DUSCA,Person confirmed to be alive
34,PSS,PTER,End of Post-Sentence Supervision Requirement
34,PSS,CPSS,Start of Post-Sentence Supervision
34,PSS,PCOM,Start of Post-Sentence Supervision Requirement
34,PSS,ROL001,Involvement with Supervision
35,Status,ARWS,Review Enforcement Status
35,Status,C091,In Progress
35,Status,C092,Completed
35,Status,SMLI001,Local Intervention Status
35,Status,MAP1,Not completed
35,Status,APPA1,Active
35,Status,EIAI,IAPS Status Change - Abandoned
35,Status,C051,Withdrawn
35,Status,EIAH,IAPS Status Change - Resumed
35,Status,APRAP6,Residence Plan Completed
35,Status,BCH001,Abandoned
35,Status,WLSSKA,Essential Skills - Assessed
35,Status,TSI3,Enrolled
35,Status,TSI8,Sessions Completed
35,Status,TSI2,Programme ready
35,Status,HDC02,Home Circumstances Checks Complete
35,Status,SPG003,Rejected - Unable to Proceed
35,Status,IIRMS4,Considering Access Request
35,Status,DUSRC,DUS - Internal Review Completed
35,Status,C049,Suspended
35,Status,GT456,Accepted
35,Status,TSI7,Repeat/restart
35,Status,TSI6,Resumed
35,Status,TSI4,Suspended
35,Status,IIRMS5,Signposted to Another Service
35,Status,LIFE5,Rejected - Additonal information Required
35,Status,NOTST,Not Started
35,Status,ACC01,Access Provided
35,Status,BCH002,Commenced
35,Status,UPWX10,Record Updated
35,Status,EYES06,Intervention Completed
35,Status,WYES04,Intervention Commenced
35,Status,C046,Assessed
35,Status,ACC002,Access Accepted
36,Operational,ICAD,Initial Case Allocation Decision
36,Operational,ETCP,Change of Institution / Establishment
36,Operational,EIRP,Institutional Report
36,Operational,UCAD,Update Case Allocation Decision
36,Operational,TAD,Tier Allocation Decision
36,Operational,DRSR,Dynamic RSR Score
36,Operational,LIFE1,Report Completed by OM
36,Operational,DUSAV,Awaiting Coroner's Verdict
36,Operational,DUSIV,Coroner's Inquest Verdict
37,Other,ROC,Responsible Officer Change
37,Other,ETCH20,Tier Change - Calculated in Auto Tiering Service
37,Other,ETER,Order/Component Terminated
37,Other,ECOM,Order/Component Commenced
37,Other,EDSS,Data Share Update Contact
37,Other,EICA,IAPS Contact - Comment
37,Other,EVDL,Deleted Event
37,Other,CRT01,Returned for further work by RO
37,Other,POLY15,Testing Active
37,Other,LV09,PNC Notification Sent
37,Other,EVRC,Recovered Event
37,Other,LV14,LVEMN sent to EM provider
37,Other,IIRMS3,No Longer Accessing Service
37,Other,POLY9,Polygraph Control Group
37,Other,IIRMS8,Waiting List
37,Other,IIRMS6,Temporary Exit from Service
37,Other,UMRG,Records Unmerged
37,Other,UPWX15,Other
37,Other,SLI02,Local Intervention Started
37,Other,UPWX13,Subsequent Community Sentence
